OID_,AC_type,Year,Passage_lift,Service_lift,Operate_start_work,bld_opr_hrs,Operate_start_weekend,Operate_hours_weekend,retail,parking,office,hotel,food,GHI,wind_speed_10m,CDH,landuse,NDVI,NDBI,BH,podium,area_podium,highrise,area_upper,Dist_mtr,bld_eui2,Lighting,AirConditi,Escalator,Lift,Electrical,FoC_v,Date_FOC,retro,Storey,Basement,Unit,PM,OCor,MAC,OCom
743,,,,,,,,,1041.552246,103.6774597,0,0,609.0490723,1395.985962,1.5610958,2.829417563,1,0.0575666,0.0440498,81.8761063,1,3127,1,744,328.9857578,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
745,,1968,,,,,,,1056.077026,110.6368256,0,0,782.47052,1395.985962,1.2922065,2.829417563,1,0.0452987,-0.0361022,24.8855801,1,633,1,45,297.6783111,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
746,Individual Air-Conditioning System,,,,,,,,658.3135986,69.2607727,565.0238037,0,598.3634033,1395.985962,1.6782663,2.829417563,11,0.0176922,0.0462609,75.1573639,0,0,1,137,326.9475868,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
747,,,,,,,,,1313.04419,41.2277679,195.3125305,0,3554.037598,1399.272949,2.2560883,2.793602151,1,0.0826658,-0.0080371,9.015954,1,7189,0,0,93.23552106,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
748,,,,,,,,,591.1357422,0,168.1406097,0,955.2789307,1390.871948,2.2560883,2.793602151,11,0.0467112,0.0569111,75.4133301,0,0,1,168,104.9778686,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
749,,,,,,,,,503.7089233,81.5821762,347.0396729,0,665.9240723,1395.985962,1.6782663,2.829417563,1,0.0299035,0.0389674,15.9645777,1,930,0,0,313.6047421,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
750,Central Air-Conditioning System,1998,2,1,8,13,8,10,1163.979858,186.9727783,418.9901428,0,568.1627808,1389.776001,1.2922065,2.829417563,11,0.0343363,0.0703632,82.0280609,1,1261,1,266,250.1967406,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
751,Individual Air-Conditioning System,1997,,,,,,,1487.16333,0.1115583,0,0,677.5651855,1404.020996,3.1389964,2.829417563,11,0.0553408,0.0474576,20.9910545,1,3258,1,3422,239.8540779,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
752,Individual Air-Conditioning System,1995,,,,,,,805.541748,0,260.5829163,0,454.2895508,1395.985962,1.6782663,2.829417563,11,0.0627954,0.0495169,81.1313019,1,377,1,288,274.5441587,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
753,Central Air-Conditioning System,1995,2,1,8.5,9.5,8.5,5.5,553.3345337,93.3700867,348.9810486,0,275.592804,1399.63794,2.7738881,2.829417563,11,0.2701396,-0.0552628,19.7664909,1,599,1,467,314.3322638,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
754,Central Air-Conditioning System,,4,2,,,,,93.2177734,155.6873016,58.2149467,0,19.3558121,1405.482056,4.1783757,2.793602151,11,0.0280172,0.0103478,58.4321785,1,3732,1,1351,470.619807,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
755,Individual Air-Conditioning System,,,,,,,,424.9763794,111.1080704,672.1645508,90.8619766,833.7883301,1424.839966,2.2251616,2.507078853,11,0.0404697,0.0280118,18.4870396,1,1963,1,87,214.3681069,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
756,Individual Air-Conditioning System,,,,,,,,418.2875366,93.0051041,177.8930817,0,732.3426514,1424.839966,3.1074107,2.507078853,11,0.0304806,0.0278342,23.7299995,1,736,1,62,112.9855658,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
757,Individual Air-Conditioning System,,,,,,,,182.6690826,88.1400375,88.6098785,60.343689,610.1906738,1424.839966,2.2251616,2.507078853,41,0.0130466,0.0169273,23.8583832,0,0,1,94,158.7858201,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
758,Individual Air-Conditioning System,1966,,,,,,,437.792511,90.0373535,188.4913635,0,809.1334229,1424.839966,3.1074107,2.507078853,11,0.0304806,0.0278342,24.4957638,1,736,1,36,133.5297415,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
759,Individual Air-Conditioning System,1997,,,,,,,1059.067871,84.0760803,539.5517578,0,1451.221436,1424.839966,2.2251616,2.507078853,11,-0.0207144,0.0688697,98.6066666,1,2585,1,148,117.8855075,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
760,Central Air-Conditioning System,1965,2,,,,,,398.0235596,50.1865692,343.4650574,73.16539,512.4801025,1423.744019,3.9737449,2.507078853,11,0.0395234,0.0596479,4.9172449,1,4838,1,481,346.681271,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
761,Individual Air-Conditioning System,1997,2,,,,,,700.7995605,0,153.3950195,41.6472664,736.7233887,1433.972046,3.7347634,2.542894266,1,0.1097923,0.0489511,12.2129097,1,656,0,0,414.5470933,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
762,Central Air-Conditioning System,1992,2,,,,,,749.9542236,0,1370.59314,0,656.4716187,1424.839966,2.6457808,2.507078853,11,-0.0168889,0.0194311,71.6556854,1,930,1,162,41.73515851,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
763,Central Air-Conditioning System,,,,,,,,624.4157104,88.0701065,309.3356018,248.507431,783.1074829,1418.630981,2.2251616,2.507078853,11,0.0915663,0.0062157,19.5972118,1,611,1,707,261.2378745,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
764,Individual Air-Conditioning System,,2,,,,,,564.7642822,122.7146988,282.5836792,118.6590271,663.2286987,1418.630981,2.2251616,2.507078853,11,0.02705,0.057651,110.3045502,1,103,1,36,313.318612,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
765,Individual Air-Conditioning System,,,,,,,,1185.193237,0,1941.954346,0,1875.563355,1424.839966,2.6457808,2.507078853,11,0.0190877,-0.0069259,51.6317749,1,2956,1,319,34.91449722,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
766,Central Air-Conditioning System,1991,4,,8,11,8,6,361.0185852,1.3908168,16.9330044,0,454.3391418,1424.839966,3.9825611,2.507078853,11,0.0332354,-0.0325969,104.5869293,1,633,1,474,196.5449599,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
767,Central Air-Conditioning System,,,,,,,,493.4105835,18.0676918,52.0108528,0,678.2169189,1423.744019,3.9825611,2.507078853,41,0.134631,0.0197933,13.9312334,1,1700,1,119,221.5383188,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
768,Individual Air-Conditioning System,1978,,,,,,,683.5918579,0,0,0,817.069397,1423.744019,2.1408875,2.507078853,1,0.0680203,0.0946643,35.2262688,1,708,1,44,438.1619065,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
769,Individual Air-Conditioning System,1956,,,,,,,1302.432007,2.8494284,335.1692505,0,1349.677979,1424.839966,2.2251616,2.507078853,41,-0.002645,0.1401602,79.6397781,1,919,1,122,183.7519,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
770,Individual Air-Conditioning System,1964,2,0,,,,,837.5726318,0,2548.212158,0,1169.535889,1424.839966,2.6457808,2.507078853,11,0.0012398,0.0611486,18.3708305,1,1067,1,176,32.31068981,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
771,Individual Air-Conditioning System,1968,,,,,,,687.911499,68.5042496,1318.657471,0,693.3945312,1433.972046,3.9737449,2.542894266,11,0.0054029,-0.1056575,131.3652191,1,5192,1,520,486.712813,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
772,Central Air-Conditioning System,1969,4,1,8.5,10,8.5,4.5,1371.218628,90.2170334,493.2692871,43.5423088,755.993042,1426.666016,2.4714458,2.507078853,11,-0.0482823,0.1063644,97.9326172,1,3572,1,1460,244.8112658,,NO,YES,NO,YES,YES,2018,7/20/2020,retro_after,26,1,330,yes,,,
773,Individual Air-Conditioning System,1971,,,,,,,356.9347229,0,626.0188599,0,127.3311081,1423.744019,3.9737449,2.507078853,11,0.0454366,0.0603693,90.1572113,1,5124,1,408,413.305476,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
774,Central Air-Conditioning System,1971,,,,,,,2731.082031,84.5700455,1941.738403,0,3961.753662,1426.666016,3.1074107,2.507078853,11,-0.0187072,0.0418331,53.5701065,1,1894,1,152,203.6208169,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
775,Individual Air-Conditioning System,1971,4,0,,,,,418.1309814,0,586.1657104,0,347.9761963,1424.839966,2.6457808,2.507078853,11,0.0419692,-0.0365261,91.6047211,1,930,0,0,31.10370615,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
776,Central Air-Conditioning System,1972,,,,,,,619.0407104,129.9474182,809.986145,27.1767406,892.9516602,1425.571045,3.9825611,2.507078853,1,0.0478666,-0.0161731,70.739296,1,1717,1,841,271.0861525,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
777,Central Air-Conditioning System,1972,4,0,8,11,8,6,1025.575317,63.9343376,461.2918396,95.3943634,405.6616821,1426.666016,2.4714458,2.507078853,11,0.0019688,0.0549353,7.9083571,1,3572,1,333,295.7428604,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
778,Individual Air-Conditioning System,1973,2,0,,,,,497.6994324,0,1506.252564,0,517.0125732,1424.839966,3.9825611,2.507078853,11,0.0481539,0.0618182,73.2295609,1,3298,1,264,102.6404388,,NO,YES,NO,NO,YES,2012 (rev.1),8/28/2016,retro_before,15,0,130,,yes,,
779,Central Air-Conditioning System,1974,2,0,8,10,8,5,1368.410645,0,2132.513184,0,853.9163208,1424.839966,3.9825611,2.507078853,53,0.0618109,-0.0008269,58.31633,1,3298,1,195,157.6484966,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
780,Individual Air-Conditioning System,1974,4,0,,,,,476.1503601,49.6746216,34.8582153,0,736.4431152,1424.839966,3.9825611,2.507078853,41,0.0618109,-0.0008269,74.0314636,1,3298,1,669,178.6650393,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
781,Individual Air-Conditioning System,1975,2,0,,,,,263.5815125,0,2263.679443,165.4386292,910.2683716,1424.839966,2.6457808,2.507078853,11,0.0007582,0.0422854,71.2946854,1,1609,1,336,52.47310622,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
782,Individual Air-Conditioning System,1975,2,,,,,,1096.862549,0,1755.633545,0,1556.431397,1424.839966,3.9825611,2.507078853,11,0.0376642,0.10403,47.657341,1,2956,1,200,68.96072985,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
783,Central Air-Conditioning System,2019,3,0,8.5,10,8.5,5.5,1530.976318,0,432.956604,0,711.1705933,1408.769043,3.1074107,2.507078853,11,0.0172705,0.0616479,27.0494404,1,297,1,250,284.4398613,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
784,Central Air-Conditioning System,1975,4,0,,,,,1221.5979,0,1909.078735,0,1946.109375,1424.839966,2.6457808,2.507078853,11,0.0247954,0.0231624,82.9454269,1,2956,1,392,61.63097659,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
785,Central Air-Conditioning System,1976,2,0,,,,,1084.635864,0,2642.061035,0,828.2807617,1424.839966,3.9825611,2.507078853,11,0.0151791,0.0401837,112.7852554,1,3298,1,202,115.2801018,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
786,Individual Air-Conditioning System,1977,,,,,,,1530.976318,0,432.956604,0,711.1705933,1408.769043,3.1074107,2.507078853,11,0.0172705,0.0616479,14.8523588,1,217,1,280,308.0569647,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
787,Individual Air-Conditioning System,1977,2,0,,,,,240.2908173,13.1497965,964.3427734,0.341453,510.0715942,1423.744019,3.9737449,2.507078853,11,0.0944756,0.1140635,23.0990677,1,4838,1,425,402.8295166,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
788,Central Air-Conditioning System,1977,2,0,,,,,441.6395264,88.9326324,181.9591522,91.3408279,487.2630005,1423.744019,3.9825611,2.507078853,11,0.0397326,0.0888383,40.0857849,1,542,1,202,273.679885,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
789,Central Air-Conditioning System,1977,2,0,,,,,214.3092499,87.9816513,998.9286499,0,144.716217,1425.571045,3.9737449,2.507078853,41,-0.0190797,0.0632369,20.0928974,1,3640,1,376,430.5654079,,NO,NO,NO,YES,NO,2015,1/24/2017,retro_after,16,0,51,yes,yes,,
790,Central Air-Conditioning System,1977,10,2,8.5,9.5,8.5,5.5,2732.592041,167.0860138,371.4468079,0,89.8067703,1426.666016,2.6457808,2.507078853,41,-0.0505713,-0.0618084,66.1652145,1,3035,1,3287,95.5443995,,NO,NO,YES,YES,NO,2018,11/21/2020,retro_after,31,1,26,yes,,,
791,Individual Air-Conditioning System,1977,2,0,,,,,807.0124512,88.8220291,1356.453613,0,649.0820923,1433.972046,3.9737449,2.542894266,11,-0.0303849,0.0530828,79.5439758,1,5192,1,350,513.3774857,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
792,Individual Air-Conditioning System,1978,,,,,,,416.5131226,53.9494934,306.7110596,83.4994736,571.6744995,1423.744019,3.9737449,2.507078853,41,0.0501774,0.1126338,21.1734791,1,5124,1,64,321.5777263,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
793,Central Air-Conditioning System,1978,,,,,,,903.9232178,71.0253372,3531.552979,89.0691681,1400.769043,1425.571045,3.9825611,2.507078853,41,-0.016436,0.0695581,50.2944946,1,3640,1,258,318.1543076,,NO,NO,YES,YES,NO,2015,5/30/2019,retro_after,14,0,52,,,,
794,Individual Air-Conditioning System,1978,2,0,,,,,818.5522461,0,2447.265869,0,1140.930176,1424.839966,2.6457808,2.507078853,11,0.0255924,0.0587212,57.7719612,1,1067,1,92,30.19494123,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
795,Central Air-Conditioning System,1978,2,0,,,,,1154.095947,102.7859192,387.3689575,6.4745135,1565.091675,1424.839966,3.9825611,2.507078853,1,0.0406645,0.0667288,11.0990982,1,3018,0,0,179.3652237,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
796,Individual Air-Conditioning System,1978,3,0,,,,,963.4472046,0,1419.879395,0,1558.159546,1424.839966,2.6457808,2.507078853,11,0.0247954,0.0231624,49.5965309,1,2956,1,290,76.99021675,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
797,Individual Air-Conditioning System,1979,2,,,,,,903.9232178,71.0253372,3531.552979,89.0691681,1400.769043,1425.571045,3.9825611,2.507078853,11,-0.016436,0.0695581,49.9685326,1,3640,1,237,306.0219333,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
798,Individual Air-Conditioning System,1979,,,,,,,715.0083008,114.9511032,2043.500855,62.9823532,1155.901001,1425.571045,3.9825611,2.507078853,41,0.0478666,-0.0161731,3.8113749,0,0,0,0,289.1534148,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
799,Individual Air-Conditioning System,1979,2,0,,,,,416.5131226,53.9494934,306.7110596,83.4994736,571.6744995,1423.744019,3.9825611,2.507078853,11,0.0143921,0.0719637,18.8730145,1,5124,1,324,301.5953346,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
800,Individual Air-Conditioning System,1979,2,1,,,,,1145.309937,0,1255.8396,0,767.0194092,1424.839966,3.9825611,2.507078853,11,0.0617742,-0.0138971,64.0331039,1,1900,1,180,128.3211443,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
801,Central Air-Conditioning System,1979,3,1,8,10,8,5,243.7406006,0,2263.42041,180.7900848,1097.500977,1424.839966,2.6457808,2.507078853,11,0.0563441,0.0120978,76.5950928,1,1609,1,417,23.69654987,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
802,Individual Air-Conditioning System,1980,,,,,,,1190.246216,125.8971863,0,0,864.8058472,1395.985962,1.5610958,2.829417563,1,0.0934007,-0.0493189,25.1536655,1,3127,0,0,320.5109605,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
803,Individual Air-Conditioning System,1980,3,0,,,,,1056.079956,29.7606888,4429.957031,94.4326096,1484.470337,1425.571045,3.9825611,2.507078853,11,0.0429758,0.0462351,14.0536652,1,3640,1,674,330.1679056,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
804,Individual Air-Conditioning System,1980,1,0,,,,,1116.254517,76.0727539,692.2026978,0,587.2772217,1423.744019,2.2251616,2.507078853,41,0.0880734,0.0523372,52.4127083,0,0,1,82,297.218652,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
805,Central Air-Conditioning System,1981,1,0,,,,,1694.761963,24.9702892,263.4233093,0,550.8254395,1418.630981,3.1074107,2.507078853,11,0.005767,0.122957,37.1587257,1,787,1,297,213.7353201,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
806,Central Air-Conditioning System,1981,4,0,8.5,9.5,8.5,9.5,878.1097412,162.8145905,453.5895691,148.4201202,715.006897,1435.432007,3.7347634,2.542894266,11,0.0378007,-0.0373551,120.0708008,1,3948,0,0,348.5256283,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
807,Central Air-Conditioning System,1981,,,,,,,541.144043,0,488.4581604,0.0079305,302.2112427,1418.630981,2.2251616,2.507078853,11,0.0259288,0.0853101,71.9566727,1,268,1,145,259.9910765,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
808,Central Air-Conditioning System,1981,3,0,,,,,1546.01001,0,303.0978088,0,3077.726318,1408.769043,2.4760621,2.507078853,41,0.0877193,0.0215373,52.9791412,1,531,1,457,340.6973312,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
809,Individual Air-Conditioning System,1981,3,0,,,,,564.9008179,0,3595.882324,26.1398335,1069.978394,1423.744019,3.9737449,2.507078853,11,0.0527514,-0.0164895,43.6651802,1,1832,1,819,389.8106064,,NO,NO,YES,YES,NO,2015,11/24/2018,retro_before,26,0,157,yes,yes,,
810,Central Air-Conditioning System,1982,3,,9,9.5,9,4.5,469.318634,78.6428833,279.8850098,93.4356461,558.2196045,1423.744019,3.9825611,2.507078853,11,0.0143921,0.0719637,111.2037582,0,0,1,203,303.012434,,NO,YES,NO,NO,NO,2015,12/6/2017,retro_after,23,0,130,yes,yes,,
811,Individual Air-Conditioning System,1982,,,,,,,248.6425781,0,1116.177368,91.8956451,436.4548035,1423.744019,3.9737449,2.507078853,11,0.0308789,0.0211659,9.9595566,0,0,1,304,329.239841,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
812,Individual Air-Conditioning System,1982,2,0,,,,,1302.432007,2.8494284,335.1692505,0,1349.677979,1424.839966,2.2251616,2.507078853,41,-0.002645,0.1401602,79.6397781,1,919,1,122,183.7519,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
813,Individual Air-Conditioning System,1982,2,,,,,,176.7341461,20.6120968,711.5861816,10.4689112,504.1096802,1423.744019,3.9737449,2.507078853,11,0.076841,0.0600838,11.528945,1,4838,1,214,419.9277539,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
814,Central Air-Conditioning System,1982,2,1,9,12,9,12,2565.819092,14.8428335,580.9743652,5.2393761,1374.711182,1423.744019,3.9737449,2.507078853,11,0.0763919,0.0738953,73.8359222,1,799,1,772,331.2790292,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
815,Central Air-Conditioning System,1982,,,,,,,2246.534912,84.8875504,1709.73938,75.1270065,1216.982178,1423.744019,2.2251616,2.507078853,11,0.011022,0.1062887,84.9205627,1,514,1,358,292.2534111,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
816,Central Air-Conditioning System,1982,4,0,9,9,9,9,1022.489502,10.7903786,4319.449219,69.2012711,1191.612427,1425.571045,3.9737449,2.507078853,11,0.0169915,-0.0686323,85.5531235,1,3640,1,872,362.7766201,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
817,Individual Air-Conditioning System,1982,1,0,,,,,1092.876953,60.7796326,377.9859009,0,2270.724365,1424.839966,2.2251616,2.507078853,11,0.0496775,0.0839423,25.1378975,1,873,1,79,206.4423195,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
818,Central Air-Conditioning System,1982,2,1,8.5,10,8.5,5,982.7092285,81.4191132,414.6880798,0,2364.15918,1424.839966,2.2251616,2.507078853,11,-0.0019554,0.0586499,79.8986206,1,1101,1,321,234.8670637,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
819,Individual Air-Conditioning System,1982,2,0,8,12,8,6,858.225769,44.148159,3651.474609,37.8928337,918.8866577,1425.571045,3.9737449,2.507078853,11,0.0980207,0.0419408,78.4991989,1,3640,1,162,383.0114472,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
820,Individual Air-Conditioning System,1983,2,0,,,,,1901.795898,69.0836029,237.9768066,0,640.2426758,1418.630981,3.1074107,2.507078853,41,-0.0044465,0.1003027,27.9139805,1,1250,1,43,188.3191798,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
821,Central Air-Conditioning System,1983,2,1,9,9,9,4,386.8934326,0,0,0,555.5258179,1423.744019,2.1408875,2.507078853,11,0.0545194,0.0047393,27.2910194,1,474,0,0,430.2711878,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
822,Individual Air-Conditioning System,1983,2,,,,,,365.9491272,71.8917313,780.1535034,0,626.4069214,1433.972046,3.9737449,2.542894266,11,-0.0339623,-0.0440989,30.0668507,1,5192,1,160,547.8878444,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
823,Central Air-Conditioning System,1984,2,0,7,12,7,7.5,944.5785522,0,626.6401978,70.4491806,2528.422852,1424.839966,3.1074107,2.507078853,11,-0.0106489,0.0449338,82.0960464,1,2408,1,264,121.4950495,,NO,YES,NO,NO,NO,2012,8/12/2013,retro_before,22,1,22,yes,,,
824,Individual Air-Conditioning System,1984,2,0,,,,,1154.095947,102.7859192,387.3689575,6.4745135,1565.091675,1424.839966,3.9825611,2.507078853,1,0.0406645,0.0667288,11.0990982,1,3018,0,0,179.3652237,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
825,Central Air-Conditioning System,1984,2,0,,,,,432.4153137,0,1481.375244,169.4512024,668.1663818,1424.839966,3.9825611,2.507078853,11,0.0683673,0.0805708,18.040514,1,3018,1,302,154.7622683,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
826,Central Air-Conditioning System,1984,2,,,,,,2565.819092,14.8428335,580.9743652,5.2393761,1374.711182,1423.744019,3.9737449,2.507078853,11,0.0763919,0.0738953,73.8359222,1,799,1,772,331.2790292,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
827,Central Air-Conditioning System,1984,3,0,9,9.75,9,7,1096.862549,0,1755.633545,0,1556.431397,1424.839966,3.9825611,2.507078853,11,0.0376642,0.10403,47.657341,1,2956,1,200,68.96072985,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
828,Individual Air-Conditioning System,1984,3,0,,,,,397.0885315,0,1356.097168,166.8114319,606.1370239,1424.839966,3.9825611,2.507078853,11,0.020851,0.0941637,55.4550018,1,1649,1,145,127.7109802,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
829,Individual Air-Conditioning System,1984,2,0,,,,,825.5980225,72.7559586,692.2017212,51.3507843,991.5189819,1424.839966,3.9825611,2.507078853,41,0.0683673,0.0805708,4.4276404,0,0,1,81,144.8127946,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
830,Individual Air-Conditioning System,1984,2,0,,,,,827.7303467,128.7091217,795.6171265,78.9057312,1310.51062,1424.839966,2.2251616,2.507078853,11,0.1635329,-0.0648704,79.6299591,1,3018,1,170,188.6992721,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
831,Central Air-Conditioning System,1985,11,2,8,11,8,11,1243.461792,27.7996731,676.7078247,91.4347458,1070.429932,1420.092041,2.6457808,2.507078853,11,0.1176926,0.0813047,40.769783,1,11913,1,3492,159.477213,,NO,YES,NO,NO,YES,2015,4/23/2018,retro_after,40,0,408,yes,,,
832,Central Air-Conditioning System,1985,3,0,8.5,10,8.5,5,490.2740479,33.4870682,250.351944,92.9944839,1810.712891,1423.744019,3.9825611,2.507078853,11,0.0109649,0.0485036,81.6699982,1,4639,1,294,283.0765315,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
833,Central Air-Conditioning System,1986,,,,,,,934.8308105,65.0459518,1333.323731,0,566.3266602,1433.972046,3.7347634,2.542894266,11,0.0054794,0.0452032,72.718277,1,5192,1,137,483.0856297,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
834,Central Air-Conditioning System,1986,16,1,8,11,8,11,1243.461792,27.7996731,676.7078247,91.4347458,1070.429932,1420.092041,2.6457808,2.507078853,11,0.1176926,0.0813047,40.769783,1,11913,1,3492,159.477213,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
835,Central Air-Conditioning System,1987,3,0,8.5,10,8.5,10,270.2288513,94.0698929,1260.401367,0,214.9437866,1425.571045,3.9737449,2.507078853,1,0.0357853,0.0696429,23.4590359,1,719,1,367,442.2121492,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
836,Individual Air-Conditioning System,1987,,,,,,,1004.461182,0,2531.337647,0,1159.51001,1426.666016,2.6457808,2.507078853,41,-0.000014,0.0139368,20.3853283,1,1986,1,163,112.3087711,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
837,Central Air-Conditioning System,1987,6,1,8,10.5,8,6,599.2113037,104.8360443,346.4456482,0,1031.185791,1426.666016,2.6457808,2.507078853,11,0.0098602,-0.0147675,105.5364456,1,3709,0,0,154.2109243,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
838,Individual Air-Conditioning System,1989,,,7.5,24,7.5,6.5,827.7303467,128.7091217,795.6171265,78.9057312,1310.51062,1424.839966,2.2251616,2.507078853,11,0.0390768,0.047825,51.122406,1,3018,1,118,199.9710021,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
839,Central Air-Conditioning System,1990,2,0,7.5,14.5,7.5,14.5,1530.976318,0,432.956604,0,711.1705933,1408.769043,3.1074107,2.507078853,11,0.0172705,0.0616479,7.6973057,0,0,1,245,297.7133015,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
840,Individual Air-Conditioning System,1990,2,0,,,,,837.5726318,0,2548.212158,0,1169.535889,1424.839966,2.6457808,2.507078853,11,0.0012398,0.0611486,18.3708305,1,1067,1,176,32.31068981,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
841,Central Air-Conditioning System,1990,2,1,8,11,8,11,1497.476318,9.1083422,371.4436035,0,1666.533447,1418.630981,2.2251616,2.507078853,11,-0.002645,0.1401602,62.2420158,1,1250,1,162,207.0498125,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
