OID_,AC_type,Year,Passage_lift,Service_lift,Operate_start_work,bld_opr_hrs,Operate_start_weekend,Operate_hours_weekend,retail,parking,office,hotel,food,GHI,wind_speed_10m,CDH,landuse,NDVI,NDBI,BH,podium,area_podium,highrise,area_upper,Dist_mtr,bld_eui2,Lighting,AirConditi,Escalator,Lift,Electrical,FoC_v,Date_FOC,retro,Storey,Basement,Unit,PM,OCor,MAC,OCom
1752,Individual Air-Conditioning System,1974,,,,,,,479.9031677,0,70.7451706,0,1245.699463,1424.474976,3.5354245,2.793602151,11,0.0612308,0.0176851,62.2420998,1,1329,1,206,223.7900599,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
1753,Individual Air-Conditioning System,1983,,,,,,,1314.228027,45.7463303,1222.901245,552.2001953,3227.037354,1421.187988,2.9570251,2.757786739,11,0.0140653,-0.0320416,61.5523796,1,2625,1,215,249.3640872,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
1754,Individual Air-Conditioning System,1983,,,,,,,1251.888306,96.5901337,50.9041786,181.5538177,1213.381104,1419.727051,3.2429521,2.757786739,11,0.1021708,-0.0225221,30.0836849,1,5306,1,1806,334.6433825,,NO,NO,NO,YES,NO,2012,11/18/2014,retro_after,11,0,15,yes,,,
1755,Individual Air-Conditioning System,1995,,,,,,,1838.666626,93.1233826,681.0821533,50.4984093,1177.80542,1421.187988,3.0064847,2.757786739,11,0.0223384,0.0672204,18.2372856,1,1073,0,0,207.3342947,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
1756,Central Air-Conditioning System,1993,2,0,8,11,8,5,562.5886841,0,204.8011017,0,1797.236816,1421.552979,3.5354245,2.793602151,11,0.084847,0.0525344,81.2697067,1,200,1,288,274.9100068,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
1757,Individual Air-Conditioning System,1995,2,0,,,,,7498.919434,0,1834.013672,26.4400902,711.0264282,1421.917969,2.5832288,2.757786739,11,0.0095565,0.0898045,25.8565331,1,68742,0,0,424.7588993,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
1758,Individual Air-Conditioning System,1993,2,0,8.5,14,8.5,14,1154.360352,84.9786072,1682.779785,164.0772247,1632.515015,1416.805054,3.0064847,2.757786739,11,0.0531519,0.0627474,71.9700012,1,3286,1,195,198.8049218,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
1759,Individual Air-Conditioning System,2009,1,0,,,,,849.1519165,221.1407623,291.6235962,154.3148041,2105.877197,1421.187988,2.9570251,2.757786739,11,0.0321877,0.0716389,63.2140923,1,2579,1,268,252.9878069,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
1760,Central Air-Conditioning System,2009,,,8,12,8,12,3379.551758,231.7794495,249.5393066,311.7964172,2881.385498,1419.727051,2.8955755,2.757786739,11,-0.0074161,0.0068361,53.1759644,1,981,0,0,85.21845424,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
1761,Individual Air-Conditioning System,1996,,,,,,,1509.076416,176.1144104,9.5798321,0.0006943,4085.269775,1421.187988,3.1632802,2.793602151,11,0.018375,0.0568997,70.1445618,1,1238,1,106,271.649528,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
1762,Central Air-Conditioning System,1990,2,0,9,12,9,12,507.3680115,80.848175,34.1923637,149.7931976,239.4669647,1419.362061,2.4128978,2.793602151,11,0.0348307,0.0379421,32.9005165,1,1369,1,739,466.0073671,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
1763,Individual Air-Conditioning System,1999,2,0,,,,,7498.919434,0,1834.013672,26.4400902,711.0264282,1421.917969,2.5832288,2.757786739,11,0.0095565,0.0898045,25.8565331,1,68742,0,0,424.7588993,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
1764,Individual Air-Conditioning System,1941,,,,,,,102.7689743,6.4667926,0,0,0,1424.474976,3.3292813,2.793602151,31,0.1927806,0.0204725,50.9596558,1,1090,1,1316,256.843331,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
1765,Individual Air-Conditioning System,1943,12,0,,,,,0,0,0,0,0,1423.744019,3.0749762,2.721971327,32,0.1194067,-0.0569969,0,0,0,0,0,536.7586867,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
1766,Individual Air-Conditioning System,1957,2,1,,,,,845.5977173,6.972723,70.1216583,152.5495453,366.4761047,1421.187988,3.1632802,2.793602151,11,0.0661559,0.0093572,19.2620907,1,1238,0,0,63.88929287,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
1767,Central Air-Conditioning System,1963,2,1,8,10,8,5,0,0,0,0,0,1424.474976,2.3709137,2.793602151,41,0.0253616,0.1169675,9.8122578,0,0,0,0,9.815781631,,NO,YES,NO,YES,NO,2018,8/26/2020,retro_after,13,0,15,yes,,,
1768,Individual Air-Conditioning System,1965,,,,,,,6014.259277,115.5581436,86.7035294,590.5935669,4034.443359,1421.552979,3.1632802,2.793602151,11,0.0586721,0.0255628,60.8587494,1,7474,1,1986,257.3866938,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
1769,Individual Air-Conditioning System,1966,2,0,,,,,2947.760498,0,3141.611328,118.6605606,1188.173828,1419.727051,2.8955755,2.757786739,11,0.0346054,0.0695444,39.6768303,1,679,1,337,177.0822706,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
1770,Individual Air-Conditioning System,1966,2,,,,,,2841.430664,147.5220337,43.4629707,362.3890686,1090.180054,1423.744019,2.6154828,2.757786739,11,0.0243273,0.0456984,60.3724937,1,10635,1,1697,276.324803,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
1771,Individual Air-Conditioning System,1967,,,,,,,2841.430664,147.5220337,43.4629707,362.3890686,1090.180054,1423.744019,2.6154828,2.757786739,11,0.0243273,0.0456984,60.3724937,1,10635,1,1697,276.324803,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
1772,Individual Air-Conditioning System,1968,,,,,,,484.5476379,20.1651478,780.7340698,549.756958,352.5551147,1421.187988,2.8955755,2.757786739,41,-0.0234823,0.0127995,49.1389046,0,0,0,0,30.43110224,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
1773,Individual Air-Conditioning System,1968,,,,,,,1327.769653,0,679.1113281,0,370.8420715,1419.727051,2.6154828,2.757786739,1,0.0253217,0.0992284,60.5711746,1,2533,1,1908,220.6801644,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
1774,Individual Air-Conditioning System,1970,,,,,,,1001.30188,6.7066112,64.6001434,83.8767166,1489.859741,1421.552979,3.5354245,2.793602151,11,0.4340165,-0.1431847,60.7670479,1,245,1,319,392.2040162,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
1775,Individual Air-Conditioning System,1972,,,,,,,1294.663818,108.469986,682.9898071,115.49617,852.859436,1421.187988,3.1632802,2.793602151,1,0.0328828,0.0917385,36.0565376,1,2128,1,592,218.2189364,,NO,NO,NO,YES,NO,2015,7/3/2019,retro_after,16,0,36,yes,yes,,
1776,Central Air-Conditioning System,1973,3,,8.5,10,8.5,5,933.2631226,90.4418869,367.4824524,95.4222031,385.3334656,1421.187988,3.1632802,2.793602151,11,0.0084573,-0.0562609,56.5691948,1,867,1,560,181.7190242,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
1777,Central Air-Conditioning System,1973,,,7,12,7,6,1414.046631,93.502655,0.2565176,128.7788391,889.0281372,1418.265991,2.9570251,2.757786739,11,-0.0086687,0.0686346,59.6890259,1,3749,1,1587,400.0406219,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
1778,Individual Air-Conditioning System,1974,2,0,,,,,1150.01648,0,52.9952774,11.4916515,1720.134888,1421.187988,2.6154828,2.757786739,41,0.20503,-0.0057924,32.1787376,1,844,1,47,200.5072979,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
1779,Individual Air-Conditioning System,1974,,,,,,,1150.01648,0,52.9952774,11.4916515,1720.134888,1421.187988,2.6154828,2.757786739,41,0.20503,-0.0057924,32.1787376,1,844,1,47,200.5072979,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
1780,Individual Air-Conditioning System,1974,2,,,,,,1171.96936,0,68.0950699,45.73769,3479.697754,1421.187988,2.6154828,2.757786739,11,0.0677891,-0.0204658,57.7770996,1,2459,1,713,193.6857314,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
1781,Individual Air-Conditioning System,1974,4,0,8,15,8,15,1171.96936,0,68.0950699,45.73769,3479.697754,1421.187988,2.6154828,2.757786739,11,0.0677891,-0.0204658,57.7770996,1,2459,1,713,193.6857314,,NO,NO,YES,YES,NO,2018,12/9/2020,retro_after,15,0,79,yes,yes,,
1782,Individual Air-Conditioning System,1975,2,0,,,,,1191.877441,221.9932251,63.3934097,468.3677063,1189.299439,1421.187988,3.0064847,2.757786739,11,0.0093286,0.0742371,147.3774567,1,685,1,479,266.0014232,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
1783,Individual Air-Conditioning System,1975,3,0,,,,,1414.046631,93.502655,0.2565176,128.7788391,889.0281372,1418.265991,2.9570251,2.757786739,11,-0.0086687,0.0686346,59.6890259,1,3749,1,1587,400.0406219,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
1784,Individual Air-Conditioning System,1976,,,,,,,208.947464,0,0,0,0,1421.187988,2.8710909,2.793602151,32,0.3050313,-0.1976535,21.507143,0,0,0,0,184.1506246,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
1785,Individual Air-Conditioning System,1976,,,,,,,7498.919434,0,1834.013672,26.4400902,711.0264282,1421.917969,2.5832288,2.757786739,11,0.0095565,0.0898045,25.8565331,1,68742,0,0,424.7588993,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
1786,Individual Air-Conditioning System,1976,,,,,,,682.7647095,63.8390884,62.0954361,93.4309845,1011.276245,1421.552979,2.4128978,2.793602151,11,0.0428787,0.0559781,92.4075775,1,337,1,439,378.1688572,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
1787,Central Air-Conditioning System,1976,2,0,9,9.5,9,5.5,0,0,0,0,0,1416.805054,3.0064847,2.757786739,41,0.4066056,-0.1388421,4.8457146,0,0,0,0,254.6195086,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
1788,Central Air-Conditioning System,1976,2,0,8.75,9.25,8.75,4.25,243.4690399,0,78.0709991,0,688.1680298,1419.727051,2.6154828,2.757786739,11,0.0354085,0.1027733,61.6796227,1,536,1,459,235.3974081,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
1789,Individual Air-Conditioning System,1976,2,0,,,,,352.7286072,105.8509827,1.0226681,303.6230774,1061.405273,1421.187988,3.0064847,2.757786739,11,0.0370697,-0.0218872,48.5893326,1,405,1,193,257.2625052,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
1790,Individual Air-Conditioning System,1977,2,0,,,,,2496.24585,62.3907318,174.3087769,0,605.892334,1430.68396,2.9365766,2.757786739,11,0.0942249,0.0438247,32.115963,1,39677,0,0,85.73848996,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
1791,Individual Air-Conditioning System,1977,,,,,,,1419.12915,0,199.082428,181.3276825,1929.967285,1419.727051,2.6154828,2.757786739,11,0.047473,0.0749653,31.8120728,1,976,1,173,175.695238,,NO,NO,YES,YES,NO,2015,6/2/2017,retro_after,13,0,13,yes,yes,,
1792,Individual Air-Conditioning System,1977,,,,,,,1361.883545,0,326.0348206,655.5020752,1587.706299,1421.187988,3.1632802,2.757786739,41,0.0381509,0.0969722,4.9318175,0,0,0,0,184.4855842,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
1793,Central Air-Conditioning System,1981,,,9,10,9,9,208.947464,0,0,0,0,1421.187988,2.8710909,2.793602151,32,0.3050313,-0.1976535,21.507143,0,0,0,0,184.1506246,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
1794,Individual Air-Conditioning System,1977,,,,,,,507.3680115,80.848175,34.1923637,149.7931976,239.4669647,1419.362061,2.4128978,2.793602151,11,0.0348307,0.0379421,32.9005165,1,1369,1,739,466.0073671,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
1795,Central Air-Conditioning System,1977,8,1,8.5,10.5,8.5,5.5,565.5004272,0,66.3227386,90.9173431,397.0261841,1425.936035,2.5832288,2.757786739,11,-0.0358245,-0.1122195,60.9892616,1,18258,1,1431,523.8768031,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
1796,Central Air-Conditioning System,1977,8,1,8.5,10.5,8.5,5.5,7498.919434,0,1834.013672,26.4400902,711.0264282,1421.917969,2.5832288,2.757786739,11,0.0095565,0.0898045,25.8565331,1,68742,0,0,424.7588993,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
1797,Central Air-Conditioning System,1977,18,1,8.5,10.5,8.5,5.5,7498.919434,0,1834.013672,26.4400902,711.0264282,1421.917969,2.5832288,2.757786739,11,0.0095565,0.0898045,25.8565331,1,68742,0,0,424.7588993,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
1798,Central Air-Conditioning System,1978,2,0,9,12,9,12,507.3680115,80.848175,34.1923637,149.7931976,239.4669647,1419.362061,2.4128978,2.793602151,11,0.0348307,0.0379421,32.9005165,1,1369,1,739,466.0073671,,NO,NO,NO,YES,NO,2018,2/18/2020,retro_after,13,0,24,yes,,,
1799,Individual Air-Conditioning System,1978,2,1,8,12,8,12,0,0,0,0,0,1419.362061,2.4128978,2.757786739,41,0.0424648,0.0054952,5.8105264,0,0,0,0,481.8753621,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
1800,Individual Air-Conditioning System,1978,,,,,,,29.8612766,0,0,0,0,1418.265991,3.4746475,2.757786739,11,0.2515766,-0.0501016,49.4113083,1,21761,0,0,131.2041882,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
1801,Central Air-Conditioning System,1978,2,0,9,10,9,5,2496.24585,62.3907318,174.3087769,0,605.892334,1430.68396,2.9365766,2.757786739,11,0.0942249,0.0438247,32.115963,1,39677,0,0,85.73848996,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
1802,Individual Air-Conditioning System,1979,2,0,,,,,1426.55603,42.8902817,99.4233017,232.5973511,1886.227051,1421.552979,3.5354245,2.793602151,1,0.0556518,0.0015361,16.2707729,1,2642,1,1039,369.0471074,,NO,NO,NO,YES,NO,2015,1/29/2018,retro_after,13,0,17,,yes,,
1803,Individual Air-Conditioning System,1979,2,,,,,,1314.228027,45.7463303,1222.901245,552.2001953,3227.037354,1421.187988,2.9570251,2.757786739,1,0.0079521,0.0817015,9.4099035,1,2625,0,0,272.0056458,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
1804,Individual Air-Conditioning System,1979,,,,,,,507.3680115,80.848175,34.1923637,149.7931976,239.4669647,1419.362061,2.4128978,2.793602151,11,0.0348307,0.0379421,32.9005165,1,1369,1,739,466.0073671,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
1805,Central Air-Conditioning System,1979,8,1,8.5,10.5,8.5,5.5,7498.919434,0,1834.013672,26.4400902,711.0264282,1421.917969,2.5832288,2.757786739,11,0.0095565,0.0898045,25.8565331,1,68742,0,0,424.7588993,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
1806,Central Air-Conditioning System,1979,8,1,8.5,10.5,8.5,5.5,7498.919434,0,1834.013672,26.4400902,711.0264282,1421.917969,2.5832288,2.757786739,11,0.0095565,0.0898045,25.8565331,1,68742,0,0,424.7588993,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
1807,Central Air-Conditioning System,1979,2,0,8.5,13.5,8.5,5,29.8612766,0,0,0,0,1418.265991,3.4746475,2.757786739,11,0.2515766,-0.0501016,49.4113083,1,21761,0,0,131.2041882,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
1808,Central Air-Conditioning System,1980,3,0,,,,,1150.01648,0,52.9952774,11.4916515,1720.134888,1421.187988,2.6154828,2.757786739,41,0.20503,-0.0057924,32.1787376,1,844,1,47,200.5072979,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
1809,Individual Air-Conditioning System,1980,2,,,,,,2254.134277,80.2345428,35.6394882,51.63237,1187.22583,1415.708984,3.0064847,2.757786739,11,0.0179704,0.1041582,52.4865761,1,1489,1,94,238.4380271,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
1810,Individual Air-Conditioning System,1981,2,0,,,,,1321.606201,134.454895,0,0,2256.304688,1421.187988,3.1632802,2.793602151,11,-0.0002705,0.1042172,19.7405357,0,0,0,0,272.4189598,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
1811,Individual Air-Conditioning System,1981,,,,,,,1612.187256,59.6851311,42.3386421,78.593544,1208.546631,1419.362061,2.4128978,2.757786739,41,0.0351868,0.0910572,4.5300002,0,0,0,0,569.2372826,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
1812,Individual Air-Conditioning System,1981,,,,,,,742.6555176,45.5740166,773.7131348,205.4921722,2897.021729,1421.187988,2.9570251,2.757786739,41,0.0226667,0.0002444,4.6103678,0,0,0,0,291.4947086,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
1813,Individual Air-Conditioning System,1981,2,,8.5,10,8.5,6,569.3687744,78.333519,0,125.7029266,1585.931885,1419.362061,2.4128978,2.793602151,1,0.0587464,0.0370205,37.2533302,1,3589,1,315,499.7839167,,NO,NO,NO,YES,NO,2015,2/15/2019,retro_after,16,1,68,yes,,,yes
1814,Individual Air-Conditioning System,1981,2,0,,,,,1314.228027,45.7463303,1222.901245,552.2001953,3227.037354,1421.187988,2.9570251,2.757786739,11,0.0140653,-0.0320416,61.5523796,1,2625,1,215,249.3640872,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
1815,Individual Air-Conditioning System,1981,,,,,,,1010.67157,62.8094482,457.5141602,90.8601074,761.5762329,1421.187988,3.1632802,2.793602151,1,0.031319,-0.0070743,30.4072723,1,1392,1,258,228.8478515,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
1816,Individual Air-Conditioning System,1982,,,,,,,1314.228027,45.7463303,1222.901245,552.2001953,3227.037354,1421.187988,2.9570251,2.757786739,11,0.0140653,-0.0320416,61.5523796,1,2625,1,215,249.3640872,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
1817,Individual Air-Conditioning System,1982,,,,,,,543.3025513,0,102.8209152,0,1708.206299,1424.474976,3.5354245,2.793602151,11,0.0287373,0.0875576,60.7410202,1,223,1,154,243.7184806,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
1818,Individual Air-Conditioning System,1982,,,,,,,988.3164673,39.9156837,1083.655518,428.9058533,3231.560303,1421.187988,2.9570251,2.757786739,11,0.0226667,0.0002444,57.2844467,1,5392,1,483,276.2873642,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
1819,Central Air-Conditioning System,1982,2,0,9,9,9,4,932.506958,0,228.1158142,95.4235916,732.2189331,1419.727051,2.6154828,2.757786739,1,0.0324159,0.0641286,35.6476479,1,462,1,493,159.8836941,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
1820,Individual Air-Conditioning System,1982,,,,,,,68.3466721,75.2559586,0,0,114.382164,1419.362061,2.4138098,2.757786739,31,0.0791792,0.0956471,28.1193581,1,7851,1,7144,486.2718899,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
1821,Central Air-Conditioning System,1982,2,1,8,11,8,6,7498.919434,0,1834.013672,26.4400902,711.0264282,1421.917969,2.5832288,2.757786739,11,0.0095565,0.0898045,25.8565331,1,68742,0,0,424.7588993,,NO,NO,NO,YES,YES,2015,6/6/2019,retro_after,16,0,129,yes,yes,,
1822,Central Air-Conditioning System,1982,3,0,8,12,8,12,1323.717407,7.9575133,169.8058319,2.1537085,2228.023438,1418.265991,2.9570251,2.757786739,11,0.03989,0.0469158,57.5279732,1,5392,1,514,369.1284524,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
1823,Individual Air-Conditioning System,1983,,,,,,,711.5019531,87.2934113,61.4751129,73.10009,1273.231323,1421.552979,2.4128978,2.793602151,11,0.055309,0.0342837,60.4490242,1,314,1,279,394.1462669,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
1824,Central Air-Conditioning System,1983,3,1,8,10,8,5,1287.371948,87.3584747,744.539978,90.1956558,654.3772583,1421.187988,3.1632802,2.793602151,41,0.0069236,0.0238713,6.2942071,0,0,0,0,215.6721552,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
1825,Individual Air-Conditioning System,1983,2,0,,,,,29.8612766,0,0,0,0,1418.265991,3.4746475,2.757786739,11,0.2515766,-0.0501016,49.4113083,1,21761,0,0,131.2041882,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
1826,Individual Air-Conditioning System,1983,,,,,,,988.3164673,39.9156837,1083.655518,428.9058533,3231.560303,1421.187988,2.9570251,2.757786739,11,0.0226667,0.0002444,57.2844467,1,5392,1,483,276.2873642,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
1827,Central Air-Conditioning System,1983,4,1,9,10,9,10,682.7647095,63.8390884,62.0954361,93.4309845,1011.276245,1421.552979,2.4128978,2.793602151,11,0.0428787,0.0559781,92.4075775,1,337,1,439,378.1688572,,NO,NO,NO,YES,YES,2015,6/6/2019,retro_after,16,0,129,yes,yes,,
1828,Central Air-Conditioning System,1983,8,1,8.5,10,8.5,10,3388.72168,90.1952438,6123.291016,0,2022.017822,1421.917969,2.6154828,2.757786739,11,0.0628798,0.0543122,18.4126434,1,10635,0,0,291.8636581,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
1829,Central Air-Conditioning System,1983,2,1,8,10,8,6,2140.803223,0,555.2844849,1410.822876,297.925354,1428.858032,2.5198839,2.61452509,1,0.0296451,0.1755266,57.0681305,1,462,1,534,254.3057276,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
1830,Central Air-Conditioning System,1983,8,1,8.5,10,8.5,10,3388.72168,90.1952438,6123.291016,0,2022.017822,1421.917969,2.6154828,2.757786739,11,0.0628798,0.0543122,18.4126434,1,10635,0,0,291.8636581,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
1831,Individual Air-Conditioning System,1983,,,,,,,1940.021729,252.4098969,421.4938049,54.0995293,1784.418091,1421.187988,3.1632802,2.793602151,11,0.0396883,0.0939954,80.1290436,1,1832,1,562,153.9289303,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
1832,Individual Air-Conditioning System,1984,2,0,,,,,1361.883545,0,326.0348206,655.5020752,1587.706299,1421.187988,3.1632802,2.757786739,41,0.0381509,0.0969722,4.9318175,0,0,0,0,184.4855842,,NO,NO,NO,YES,NO,2015,8/2/2019,retro_after,18,0,112,yes,yes,,
1833,Individual Air-Conditioning System,1984,2,,,,,,870.9006958,0,600.973938,189.5630646,846.4718018,1415.708984,3.0064847,2.757786739,11,-0.0071492,0.0313121,16.9152985,1,571,0,0,187.0680954,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
1834,Individual Air-Conditioning System,1984,2,0,,,,,932.506958,0,228.1158142,95.4235916,732.2189331,1419.727051,2.6154828,2.757786739,1,0.0324159,0.0641286,35.6476479,1,462,1,493,159.8836941,,NO,YES,NO,NO,YES,2012 (rev.1),10/5/2015,retro_after,15,0,22,yes,,,
1835,Individual Air-Conditioning System,1984,2,0,,,,,1122.02063,0,534.4599609,180.4431915,330.1861877,1421.917969,2.5832288,2.757786739,11,-0.037037,-0.1001843,60.4799995,1,68742,1,1776,431.7980443,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
1836,Individual Air-Conditioning System,1985,2,0,,,,,870.9006958,0,600.973938,189.5630646,846.4718018,1415.708984,3.0064847,2.757786739,11,-0.0071492,0.0313121,16.9152985,1,571,0,0,187.0680954,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
1837,Individual Air-Conditioning System,1985,1,,,,,,292.0815735,256.2660217,622.3155518,23.740839,796.0914917,1415.708984,3.0064847,2.757786739,41,0.1139029,-0.0587486,5.158617,0,0,0,0,159.3971964,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
1838,Individual Air-Conditioning System,1986,2,0,,,,,909.7554932,257.1495667,407.3936462,375.6833191,1771.52832,1421.187988,2.9570251,2.757786739,11,0.0386851,0.0842905,58.3589821,1,2579,1,331,291.6913071,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
1839,Individual Air-Conditioning System,1987,2,0,,,,,1414.046631,93.502655,0.2565176,128.7788391,889.0281372,1418.265991,2.9570251,2.757786739,11,-0.0086687,0.0686346,59.6890259,1,3749,1,1587,400.0406219,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
1840,Central Air-Conditioning System,1987,,,8.5,10,8.5,4.5,870.9006958,0,600.973938,189.5630646,846.4718018,1415.708984,3.0064847,2.757786739,11,-0.0071492,0.0313121,16.9152985,1,571,0,0,187.0680954,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
1841,Central Air-Conditioning System,1988,,,8.5,9.5,8.5,4.5,1548.828003,15.1136189,1011.196167,634.1234741,2622.51294,1421.187988,2.9570251,2.757786739,11,0.0140653,-0.0320416,60.4643631,1,2625,1,204,236.7355235,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
1842,Individual Air-Conditioning System,1988,2,,,,,,543.3025513,0,102.8209152,0,1708.206299,1424.474976,3.5354245,2.793602151,11,0.0287373,0.0875576,60.7410202,1,223,1,154,243.7184806,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
1843,Central Air-Conditioning System,1988,4,1,8.5,10.5,8.5,5.5,0,0,0,0,0,1425.936035,2.3293209,2.757786739,41,0.05622,0.0185549,19.0883617,1,18258,0,0,629.1666944,,NO,YES,YES,YES,YES,2018,4/15/2021,retro_after,19,0,104,yes,,,
1844,Central Air-Conditioning System,1988,4,1,8.5,10.5,8.5,5.5,0,0,0,0,0,1425.936035,2.3293209,2.757786739,41,0.05622,0.0185549,19.0883617,1,18258,0,0,629.1666944,,NO,YES,YES,YES,YES,2018,4/15/2021,retro_after,19,0,104,yes,,,
1845,Central Air-Conditioning System,1988,4,1,8.5,10.5,8.5,5.5,0,0,0,0,0,1425.936035,2.3293209,2.757786739,41,0.05622,0.0185549,19.0883617,1,18258,0,0,629.1666944,,NO,YES,YES,YES,YES,2018,4/15/2021,retro_after,19,0,104,yes,,,
1846,Central Air-Conditioning System,1988,4,1,8.5,10.5,8.5,5.5,0,0,0,0,0,1425.936035,2.3293209,2.757786739,41,0.05622,0.0185549,19.0883617,1,18258,0,0,629.1666944,,NO,YES,YES,YES,YES,2018,4/15/2021,retro_after,19,0,104,yes,,,
1847,Central Air-Conditioning System,1988,8,1,8.5,10.5,8.5,5.5,0,0,0,0,0,1425.936035,2.3293209,2.757786739,41,0.05622,0.0185549,19.0883617,1,18258,0,0,629.1666944,,NO,YES,YES,YES,YES,2018,4/15/2021,retro_after,19,0,104,yes,,,
