bld_eui2,log10_eui,highrise,area_upper,podium,area_podium,BH,BS,Year,food,retail,parking,office,hotel,CDH,GHI,wind_speed_10m,ndvi,landuse,Dist_mtr,AC_type,Passage_lift,Service_lift,Operate_start_work,Operate_hours_work,Operate_hours,retro
125.05,2.097083696,1,1436,1,4222,99.4539948,27,1987,100.3769989,147.7059937,191.9080048,574.4089966,0,2.6503401,1413.52002,3.0628901,0.0753567,41,333.9066174,Central Air-Conditioning System,10,1,8,11,61,retro_after
125.1,2.09725731,1,259,1,1021,48.2765656,21,1985,2355.110107,528.5380249,5.88451,1564.819946,349.9630127,2.6145301,1413.52002,3.6496201,0.0348987,11,208.1403712,Central Air-Conditioning System,3,0,8,10,56,retro_after
125.3,2.097951071,1,298,1,4120,26.287323,22,1987,0,0,0,0,0,2.5070801,1426.670044,2.4760599,-0.0250057,41,289.4086579,,,,,,,NONE
125.58,2.098920479,1,1355,1,8810,174.8874817,40,2006,357.9549866,153.8990021,157.6660004,361.0450134,0,2.6145301,1413.52002,2.7716501,0.0212924,11,511.9044391,Central Air-Conditioning System,12,2,8,11,61,retro_after
125.7,2.099335278,1,2012,1,7988,67.2332382,16,1991,87.4831009,95.082901,155.1029968,0,0,2.7577901,1418.630005,2.7320001,0.1332344,11,310.7188838,,,,,,,NONE
125.77,2.099577061,1,490,1,1398,57.7755547,18,1977,461.8850098,1863.310059,0,1511.709961,416.7839966,2.6503401,1428.859985,2.5198801,0.0218499,11,175.7011154,Individual Air-Conditioning System,,,,,,NONE
125.81,2.099715162,1,369,1,2317,111.562561,27,1958,748.2930298,177.0050049,88.2901993,1242.930054,76.3949966,2.6145301,1394.52002,2.4602201,0.062369,11,378.5582836,Central Air-Conditioning System,3,1,8.5,11,59.5,NONE
125.81,2.099715162,1,171,1,862,50.6317291,15,1983,695.473999,861.8330078,91.7306976,283.1239929,215.8840027,2.7936001,1424.469971,3.11588,0.0681074,11,232.1589363,Individual Air-Conditioning System,2,0,,,,NONE
125.81,2.099715162,1,2761,1,3714,51.3400192,16,1980,1389.430054,1436.369995,0,0,0,2.7577901,1417.540039,2.9010701,0.1530994,11,448.3860559,Central Air-Conditioning System,8,2,8,8,46,retro_after
126.27,2.10130018,1,534,1,708,128.265686,30,2011,2464.02002,3262.070068,0,1100.569946,0,2.4712601,1410.959961,2.9142699,-0.0237188,11,147.8993762,Central Air-Conditioning System,4,1,8,12,66,NONE
126.31,2.101437735,1,264,1,2408,83.218689,22,1984,2528.419922,944.5789795,0,626.6400146,70.4492035,2.5070801,1424.839966,3.10741,-0.0106489,11,122.2939323,Central Air-Conditioning System,2,0,7,12,67.5,retro_before
126.34,2.101540873,1,864,1,6019,16.5320053,25,1976,0,0,0,0,0,2.5070801,1420.819946,2.4760599,0.0183224,11,281.6660232,Central Air-Conditioning System,4,0,8,10,55,NONE
126.59,2.1023994,0,0,1,68742,24.6187134,6,1970,711.026001,7498.919922,0,1834.01001,26.4400997,2.7577901,1421.920044,2.58323,0.0095565,11,424.7588993,,,,,,,retro_after
126.61,2.102468009,1,153,1,645,86.395874,25,1996,5791.02002,2142.399902,0,363.2590027,53.4632988,2.6861601,1406.939941,3.2042799,-0.0407559,11,139.2571235,Individual Air-Conditioning System,2,1,,,,NONE
127.2,2.104487111,1,324,1,1717,68.0450439,24,1983,828.085022,983.0709839,0,1187.829956,247.326004,2.6503401,1404.390015,2.96451,0.0052812,11,112.4168144,Individual Air-Conditioning System,,,0,24,144,NONE
127.47,2.105407986,1,116,1,1158,47.4673157,15,1983,946.8599854,339.3150024,88.2145996,800.8900146,0,2.6861601,1420.459961,2.9444699,0.0882178,11,1011.926419,Individual Air-Conditioning System,,,,,,NONE
128.57,2.109139644,0,0,1,20889,29.214838,28,1988,90.3417969,0,0,0,0,2.3996301,1461,2.18119,0.1308811,1,491.722625,,,,,,,NONE
128.68,2.109511052,1,335,1,1358,91.1881332,26,1994,111.3310013,641.6279907,0,328.8770142,115.0130005,2.7219701,1428.859985,2.5742199,0.021928,1,392.4612551,,,,,,,NONE
128.85,2.110084423,1,217,1,2904,36.0069008,23,1989,4547.180176,3192.929932,1.04342,2705.48999,0,2.5070801,1408.77002,3.10741,-0.0109516,41,259.702565,Central Air-Conditioning System,2,,9,10.5,56.5,NONE
129.26,2.111464152,1,229,1,4530,93.3796005,22,1994,1032.609985,2707.600098,0,716.7600098,0,2.6861601,1402.930054,3.3629999,0.0136536,11,171.8587171,Central Air-Conditioning System,2,1,9,10,58,NONE
129.39,2.111900713,1,533,1,3406,117.8582458,33,1993,2348.469971,2514.23999,247.404007,2416.350098,34.3112984,2.7219701,1404.02002,2.6608,0.0047023,11,169.0885568,,,,,,,NONE
129.47,2.112169148,1,17888,1,12490,56.1901588,0,1998,3710.969971,10254.59961,0,260.5920105,0,2.5428901,1416.069946,2.5553701,0.0153582,11,108.2990957,,,,,,,retro_after
129.86,2.113475399,1,1158,1,3292,51.7689629,22,1984,1474.339966,7237.549805,88.5747986,3762.100098,0,2.7219701,1429.589966,2.9174199,0.0293487,11,310.6751904,Central Air-Conditioning System,2,1,9,9,49,retro_after
129.91,2.113642583,1,138,1,2670,85.3462524,22,1983,2629.729981,13426.2002,1.26297,3484.159912,0,2.7219701,1429.589966,2.9174199,0.0120391,11,377.7084242,Individual Air-Conditioning System,2,0,,,,NONE
129.99,2.113909944,1,3378,1,3304,284.6261902,75,1992,176.4309998,158.401001,83.6933975,661.8410034,0,2.6861601,1402.930054,3.3750501,0.0852995,11,299.6799512,Central Air-Conditioning System,39,2,8,11,60,NONE
130.11,2.114310677,1,207,1,137,91.2091293,25,2002,926.2390137,3371.300049,0,466.8619995,0,2.6861601,1404.390015,3.3629999,0.0272465,1,235.0391585,,,,,,,NONE
130.36,2.115144352,1,227,1,11440,81.8009644,26,1992,155.4889984,1123.640015,88.9091034,131.798996,0,2.5070801,1442.369995,4.6539302,0.0477299,1,371.4089722,Individual Air-Conditioning System,,,,,,NONE
130.83,2.116707341,1,746,1,1147,114.9953156,12,1992,645.84198,961.572998,94.2397995,158.7590027,0,2.6861601,1404.390015,3.2353899,0.0546101,11,361.3100046,Central Air-Conditioning System,5,1,8.5,10.5,58,retro_after
130.92,2.117005997,1,411,1,1677,44.7029266,13,1975,965.0930176,963.3200073,92.4106979,489.0190125,0,2.6861601,1423.380005,2.76285,0.04848,1,1882.414743,,,,,,,retro_before
131.31,2.118297801,1,2459,1,10635,60.5723228,17,1988,1159.630005,4591.569824,192.5410004,215.3159943,203.2019958,2.7577901,1423.73999,2.6154799,0.0508657,11,283.7383748,Central Air-Conditioning System,8,1,8.5,10.5,58,NONE
131.33,2.118363944,1,149,1,1324,43.4652977,12,1982,775.2529907,852.052002,71.0566025,273.3569946,0,2.6145301,1425.209961,2.3394201,0.0678829,1,298.561149,,,,,,,NONE
131.73,2.119684692,1,779,1,1695,105.0059357,28,1994,728.8590088,824.9169922,167.7389984,422.2219849,689.697998,2.7577901,1418.27002,2.9570301,0.0256599,11,338.0053528,Central Air-Conditioning System,6,2,9,9,50,retro_after
131.95,2.120409395,1,1858,1,1706,177.6174774,48,1972,725.4869995,362.9429932,84.8564987,4876.75,0,2.5070801,1413.52002,2.5696299,-0.0318387,11,184.7032688,Central Air-Conditioning System,24,2,8,11,66,retro_after
132.22,2.121297153,1,3564,1,3315,32.5356598,26,1965,770.3790283,720.0410156,91.308403,326.1220093,0,2.5070801,1409.859985,1.80822,0.0393496,41,176.0446861,Central Air-Conditioning System,15,2,9,10,60,NONE
132.27,2.121461354,1,234,1,1438,107.8097534,24,1998,2997.879883,2226.080078,0,1251.530029,0,2.6861601,1404.390015,3.3629999,-0.0209614,11,246.9653418,Central Air-Conditioning System,4,1,8.5,10,55,retro_before
132.27,2.121461354,1,1657,1,4981,23.1507225,25,1995,3123.409912,3754.659912,285.3640137,1207.619995,0,2.7219701,1419,2.6409299,0.020766,21,189.3553147,Central Air-Conditioning System,5,1,8,11,66,retro_after
132.35,2.121723946,1,215,1,2625,57.9095764,16,1982,2622.51001,1548.829956,15.1135998,1011.200012,634.1229858,2.7577901,1421.189941,2.9570301,0.0140653,11,248.8125836,Individual Air-Conditioning System,,,,,,NONE
132.68,2.122805463,1,597,1,3286,67.9467392,18,1979,2139.820068,1663.869995,0,1183.949951,0,2.5070801,1408.77002,3.10741,0.0332211,11,237.0968496,Central Air-Conditioning System,,,,,,NONE
132.72,2.122936373,1,326,1,1717,59.5815506,17,1990,768.0139771,137.5180054,222.8860016,0,212.3300018,2.7577901,1419.359985,2.4129,0.0475457,11,532.5206134,Individual Air-Conditioning System,2,1,8,12,72,NONE
132.75,2.12303453,1,368,1,3669,44.2032776,11,1966,2875.25,1960.319946,0,1255.969971,15.1850996,2.4712601,1409.5,2.9142699,0.032596,11,164.6962522,Central Air-Conditioning System,3,1,8.5,10,55,NONE
132.78,2.123132664,1,330,1,1586,66.5954819,26,1996,141.3190002,1638.76001,0,761.5029907,370.8919983,2.5428901,1428.48999,3.73476,0.0807312,11,300.3164537,Individual Air-Conditioning System,2,1,,,,NONE
133.3,2.124830149,1,759,1,816,27.4935303,28,1982,186.0339966,0,0,94.3191986,0,2.5428901,1406.579956,2.1537399,0.0471278,41,278.8993242,Central Air-Conditioning System,4,1,8,10,55,retro_after
133.49,2.125448733,1,408,1,6738,55.1939392,22,1977,1286.949951,1508.75,90.0074997,248.0429993,0,2.6503401,1411.689941,3.55198,0.0208643,11,372.2381377,Central Air-Conditioning System,2,1,9,9,49,NONE
133.61,2.125838964,1,161,1,1700,21.9727879,14,1974,963.3209839,579.2000122,68.0846024,376.3370056,12.1161003,2.5070801,1423.73999,3.9825599,0.0397326,11,277.7998709,Individual Air-Conditioning System,,,,,,NONE
134.06,2.127299215,1,98,1,1284,26.7222004,18,1979,713.6060181,495.6929932,37.1148987,2030.939941,0,2.7936001,1423.73999,3.11588,0.0394915,11,292.8823582,Individual Air-Conditioning System,,,,,,NONE
134.06,2.127299215,1,483,1,1090,84.1883087,23,1988,1103.420044,744.7630005,1.73581,1946.619995,272.9559937,2.7577901,1428.130005,2.90924,0.0447633,11,157.1030862,Central Air-Conditioning System,2,1,8,11,61,retro_after
134.5,2.128722284,1,558,1,1073,41.2152519,12,1965,68.6584015,118.7549973,120.7860031,526.9050293,0,2.6861601,1422.280029,2.48915,0.033921,1,1771.414179,,,,,,,NONE
134.72,2.129432074,0,0,1,770,40.5010376,2,1979,101.336998,1373.5,97.2304001,77.9571991,0,2.7219701,1430.319946,2.2980399,0.0430669,1,509.059918,,,,,,,NONE
134.98,2.130269424,1,330,1,1746,55.584816,28,1983,1683.540039,3076.040039,131.0149994,1495.77002,0,2.4354501,1474.880005,3.1064799,0.0890736,1,3656.506425,,,,,,,retro_after
135.09,2.130623202,1,361,1,2625,32.6696205,19,1992,3455.669922,948.7219849,70.8639984,1162.069946,363.4809875,2.7577901,1421.189941,2.9570301,0.0333603,11,289.1497455,Central Air-Conditioning System,4,1,8.5,10,55,NONE
135.28,2.131233595,1,258,1,616,118.7597885,28,2002,392.4769897,1001.23999,24.1756992,1227.349976,96.2264023,2.6503401,1412.060059,3.55198,-0.0323369,11,247.2680124,Central Air-Conditioning System,3,1,8,11,60.5,NONE
135.47,2.131843131,1,351,1,434,71.2069321,24,1998,879.3460083,835.8530273,48.8283997,1775.670044,0,2.5428901,1437.26001,3.28985,-0.0109439,11,274.1912464,Central Air-Conditioning System,2,1,8,11,62,NONE
135.65,2.132419798,0,0,1,21710,24.8618793,3,1994,1393.729981,5526.959961,38.6571999,1746.030029,0,2.3638201,1375.170044,2.5501201,0.3402873,1,72.17595385,,,,,,,retro_after
135.92,2.133283366,1,582,1,3178,82.0207748,26,1991,379.6220093,88.9973984,205.2539978,357.6889954,0,2.6503401,1413.52002,3.0628901,0.0585937,11,271.2893901,Central Air-Conditioning System,6,1,8,10,56,NONE
136.31,2.134527718,1,371,1,280,106.3697128,43,2006,415.9849854,579.4459839,240.0200043,207.8990021,0,2.6145301,1401.459961,1.84105,0.0932176,1,322.8404602,,,,,,,NONE
136.76,2.135959092,1,150,1,2619,48.5390472,22,1993,345.0610046,272.053009,131.9550018,165.1340027,81.7006989,2.6861601,1408.040039,3.2353899,0.0252354,11,376.4967193,Central Air-Conditioning System,2,0,9,9,50,NONE
137.08,2.136974096,1,1138,1,1472,97.0100708,27,1991,90.5207977,0,96.5780029,535.6939697,0,2.6861601,1405.119995,2.6740201,0.0459461,41,436.8850517,Central Air-Conditioning System,6,1,8.5,10,55.5,NONE
137.18,2.137290799,1,2618,1,2665,51.5251656,14,1982,904.3220215,512.1950073,72.2984009,227.7879944,0,2.7577901,1418.630005,2.7116699,0.0710321,11,531.6069506,Central Air-Conditioning System,6,2,8.5,9.5,52,retro_after
137.36,2.137860282,1,258,1,896,67.708313,18,1994,1208.790039,1744.780029,129.8639984,1137.979981,485.4830017,2.7936001,1421.189941,2.8955801,0.0325747,11,66.5175777,Central Air-Conditioning System,,,8,12,72,NONE
137.81,2.139280733,1,562,1,1832,53.7115898,18,1994,1784.420044,1940.02002,252.4100037,421.493988,54.0994987,2.7936001,1421.189941,3.16328,0.0396883,11,144.3293502,Central Air-Conditioning System,3,1,9,12,72,NONE
137.82,2.139312246,1,146,1,3389,38.9200096,15,1966,181.0090027,679.6569824,0,1475.349976,0,2.4712601,1410.959961,2.1357999,0.004316,11,165.5067174,Central Air-Conditioning System,2,,8,11,66,NONE
138.27,2.140727963,0,0,1,6054,19.3407593,2,1992,580.2919922,2631.909912,80.5413971,478.8760071,0,2.8652301,1429.589966,2.38239,0.1202417,1,404.5622926,,,,,,,NONE
138.28,2.140759371,0,0,1,5489,7.983561,15,1988,0,229.6470032,64.8075027,0,0,2.5787101,1416.810059,4.00175,0.0084072,1,1041.845893,,,,,,,retro_after
138.61,2.141794564,1,283,1,725,68.4923172,20,1997,882.5599976,1079.079956,161.0720062,124.2580032,468.6940002,2.7936001,1424.469971,3.11588,0.0361053,11,98.34592274,,,,,,,NONE
138.62,2.141825895,1,326,1,2625,88.4231033,24,2002,1172.339966,809.3900146,185.723999,471.6960144,1363.709961,2.7219701,1428.859985,2.9174199,-0.0137507,11,272.0507312,Individual Air-Conditioning System,2,0,,,,NONE
138.66,2.141951196,1,337,1,274,60.6170082,16,1981,892.6690063,383.8250122,0,53.0756989,16.7217999,2.7936001,1421.550049,3.5354199,0.066169,11,305.2947529,Central Air-Conditioning System,,,9,10,59,NONE
138.95,2.142858551,1,1652,1,2334,68.1994095,15,1998,721.5130005,316.2820129,249.3070068,5680.069824,0,2.5070801,1430.680054,2.5794599,0.0937169,11,362.1692974,Central Air-Conditioning System,4,1,8,11,66,NONE
139.03,2.143108523,1,374,1,2048,60.4167213,25,1984,2206.090088,656.0059814,331.3869934,71.882103,10.3785,2.6503401,1413.52002,3.3750501,0.0705395,11,107.3323863,Central Air-Conditioning System,2,0,8.5,10.5,57.5,retro_after
139.04,2.143139759,1,79,1,468,19.5693073,11,1983,721.9869995,2121.330078,55.5908012,16.5277996,248.7129974,2.7577901,1423.73999,2.6154799,0.0314421,41,334.4588754,Individual Air-Conditioning System,,,,,,retro_after
139.17,2.143545627,1,411,1,839,49.6508484,12,1984,84.8093033,1504.300049,0,572.690979,17.9827003,2.8294201,1450.410034,2.7599699,0.0089374,11,477.2974461,,,,,,,NONE
139.19,2.143608035,1,122,1,342,71.0223541,22,1984,91.5550003,2064.050049,94.0236969,1922.849976,70.9316025,2.7577901,1428.859985,2.9251499,0.0579214,11,365.506898,Individual Air-Conditioning System,,,,,,NONE
139.72,2.145258577,1,1187,1,1472,109.1907501,22,1994,2265.379883,1614.48999,0,169.6130066,87.3495026,2.6861601,1402.930054,3.2042799,0.0012124,11,186.0003673,Central Air-Conditioning System,,,10,12,,retro_after
139.77,2.145413965,1,1123,1,1375,51.5136566,13,1982,618.3720093,1198.390015,0.210018,38.8708992,0,2.7577901,1418.27002,3.00648,0.1538247,11,327.8677683,Central Air-Conditioning System,6,1,,,,retro_after
139.83,2.145600358,1,927,1,3709,128.4974365,31,1995,800.0020142,513.9990234,178.8529968,372.9230042,0,2.5070801,1426.670044,2.6457801,-0.0082267,11,198.7099622,Central Air-Conditioning System,8,1,8,11,61,NONE
139.86,2.145693524,0,0,0,0,3.9593911,15,1988,234.9029999,862.0120239,107.7890015,106.737999,0,2.5787101,1418.27002,3.44157,0.0660099,1,1033.060153,,,,,,,NONE
139.96,2.146003934,1,307,1,1529,93.7034073,24,1996,1270.319946,2067.909912,0,2157.52002,152.3079987,2.6861601,1411.689941,2.4356401,-0.001794,11,483.4110102,Central Air-Conditioning System,2,0,8.5,12,66,NONE
140.59,2.147954431,1,438,1,1438,23.0231342,20,1984,3651.449951,2568.439941,0,1621.380005,0,2.6861601,1404.390015,3.3629999,0.0216527,11,289.0922238,Central Air-Conditioning System,4,0,8,11,66,NONE
140.75,2.148448404,1,307,1,245,64.5908356,15,1990,1248.030029,465.8829956,187.2310028,0,0,2.7936001,1423.380005,3.5354199,0.3301291,11,281.3377112,,,,,,,NONE
140.93,2.149003452,0,0,1,10824,18.0494919,3,1991,2621.939941,10758.7002,45.9151993,70.0117035,0,2.5428901,1383.569946,2.24354,0.1153495,1,302.5837039,,,,,,,NONE
141.17,2.149742415,1,596,1,3098,39.7178421,23,1983,2301.76001,1337.540039,0,959.0689697,0,2.4712601,1409.5,2.437,0.0443797,11,285.7425441,Central Air-Conditioning System,3,0,8.5,9.5,52,retro_after
141.63,2.151155255,0,0,0,0,7.8071542,2,1986,186.0480042,437.1010132,87.3808975,32.6122017,0,2.6145301,1448.579956,3.0310099,0.1558204,1,570.790133,,,,,,,retro_after
141.69,2.1513392,0,0,1,3709,22.2702522,38,1987,1017.5,608.4219971,168.0859985,315.3139954,0,2.5070801,1426.670044,2.6457801,-0.0267669,41,164.7935596,Central Air-Conditioning System,6,1,8,10.5,58.5,retro_after
141.79,2.151645603,1,230,1,160,29.9111042,14,1981,948.7739868,1172.849976,177.3580017,145.7700043,0,2.7219701,1430.319946,2.59303,0.043386,1,330.3458661,,,,,,,NONE
141.98,2.152227172,1,436,1,1267,65.7581558,19,1999,3149.620117,1114.410034,79.9448013,401.1579895,52.8228989,2.7577901,1418.27002,2.9570301,0.0094215,11,330.3175868,Central Air-Conditioning System,2,1,8.5,10.5,58,retro_after
142.01,2.152318927,1,1485,1,5671,127.4221649,33,1983,944.0720215,297.4679871,63.9572983,405.4809875,0,2.6861601,1402.930054,3.3424101,0.1314547,11,423.5846536,Central Air-Conditioning System,8,1,8,10,56,retro_after
142.4,2.153509989,0,0,1,2619,87.2087097,22,1982,909.0130005,2060.229981,0,2764.689941,0,2.5070801,1413.52002,1.80822,0.0015775,11,99.74354861,Central Air-Conditioning System,3,0,8,10,55,NONE
142.41,2.153540486,1,793,1,2516,49.0503349,13,1963,924.5139771,2604.100098,0,2633.439941,143.6239929,2.7577901,1419.729981,2.8955801,0.0182181,11,199.1696607,Central Air-Conditioning System,2,1,8,10,55,retro_after
142.58,2.15405861,1,408,1,1153,131.6244812,27,1994,2726.110107,1236.119995,158.9179993,458.4190063,0,2.4712601,1405.479981,1.95768,0.0354478,11,448.8357845,Central Air-Conditioning System,3,1,8,11,61,NONE
142.68,2.154363101,1,607,1,536,52.9839172,13,1965,285.3880005,1992.439941,9.02314,0,188.3560028,2.5787101,1431.420044,2.2609601,0.400787,11,341.0246249,Individual Air-Conditioning System,,,,,,NONE
142.92,2.155093008,1,503,1,1792,99.7749329,24,2002,2091.699951,1548.949951,440.8399963,1045.069946,0,2.7577901,1416.439941,2.6514399,0.000879,11,243.0930267,Central Air-Conditioning System,3,1,8.5,10,54.5,retro_after
143.17,2.155852025,1,1645,1,13294,28.1581345,5,1991,7911.279785,22295.40039,47.7127991,2453.649902,0,2.7577901,1433.609985,2.1565101,0.1347042,11,125.956686,Central Air-Conditioning System,6,3,8,12,72,retro_after
143.33,2.156337101,1,892,1,6019,137.490036,28,2011,1050.77002,1766.660034,0,1175.719971,0,2.5070801,1420.819946,2.4760599,-0.0013619,11,245.403269,Central Air-Conditioning System,4,1,8,16,86.5,retro_after
143.41,2.156579436,1,525,1,1124,110.892868,31,1993,2479.699951,1127.140015,312.9620056,256.9299927,0,2.6861601,1411.329956,3.49646,0.0185136,11,504.0124066,Central Air-Conditioning System,4,1,8,10,55,NONE
143.59,2.157124196,1,137,1,2037,99.7197723,22,1986,3529.379883,1927.969971,30.5723991,2228.459961,0,2.4712601,1405.479981,2.9142699,0.2148717,11,297.0699438,Individual Air-Conditioning System,2,0,,,,NONE
143.67,2.157366092,1,937,1,1238,49.6531906,12,1982,639.6920166,985.9039917,80.7161026,190.5610046,0,2.7577901,1418.27002,2.7116699,0.026178,11,488.7471196,Central Air-Conditioning System,4,1,8,10,56,retro_after
143.87,2.157970244,1,3283,1,6967,63.2787132,42,1977,827.947998,1483.069946,61.7120018,1032.390015,0,2.4712601,1409.5,2.4864399,-0.0536426,11,175.3290663,,,,,,,NONE
143.99,2.158332332,1,1429,1,2065,118.3149109,24,1995,86.5287018,0,172.9069977,0,0,2.6145301,1425.939941,4.5046701,0.0536485,11,1075.899028,Central Air-Conditioning System,7,3,8,11,66,NONE
144.17,2.158874898,0,0,1,2459,60.3257408,15,1988,2692.050049,453.8500061,0,56.2885017,0,2.7577901,1419.729981,2.6154799,0.0573155,11,199.0174172,Individual Air-Conditioning System,,,,,,NONE
144.48,2.159807733,0,0,1,8610,14.7720432,2,1984,1924.140015,2784.189941,84.6412964,854.276001,0,2.5428901,1386.849976,2.20029,0.1913439,2,932.7252668,,,,,,,retro_after
144.5,2.159867847,1,288,1,200,82.1570663,20,1993,1797.23999,562.5889893,0,204.8009949,0,2.7936001,1421.550049,3.5354199,0.0702551,11,269.1163312,Central Air-Conditioning System,2,0,8,11,60,NONE
144.74,2.160588568,0,0,1,9414,7.9266219,16,1986,727.4589844,452.868988,0,43.0172005,0,2.6145301,1416.069946,3.4474499,-0.0070844,1,543.5880993,,,,,,,retro_after
145.51,2.162892841,1,361,1,3389,32.9197502,10,1954,818.0020142,835.3530273,0,1624.959961,0,2.5070801,1410.959961,2.1357999,0.0131878,11,136.006873,Central Air-Conditioning System,2,,7,12,66,NONE
145.68,2.163399933,0,0,0,0,5.3682733,11,1987,0,0,0,0,0,2.7219701,1425.939941,2.02757,0.0898781,41,290.4371027,,,,,,,NONE
145.69,2.163429743,1,1849,1,2094,51.0600471,16,1981,543.1329956,1446.329956,17.9155006,196.621994,0,2.7577901,1418.27002,2.9010701,0.044991,11,397.0576947,Central Air-Conditioning System,7,1,8.5,9.5,52,retro_after
145.83,2.163846876,0,0,1,1620,72.8297577,88,2003,0,0,0,0,0,2.6503401,1392.329956,2.09202,0.1061048,1,152.8854907,Central Air-Conditioning System,42,3,8,11,60,retro_before
145.95,2.164204099,1,396,1,1398,61.0305901,14,1979,37.4784012,699.4459839,0,345.1650085,60.2308006,2.7936001,1424.469971,2.3709099,0.0059653,11,128.7832338,Central Air-Conditioning System,2,0,9,9,49,NONE
146.39,2.165511411,1,1757,1,3555,229.1459198,53,1998,723.2540283,637.8969727,130.3990021,446.7290039,0,2.5070801,1426.670044,3.10741,-0.0242918,11,127.9953315,Central Air-Conditioning System,16,2,8.5,10.5,58,NONE
147.04,2.167435494,0,0,1,9169,7.9400849,16,1988,491.3399963,151.3589935,52.0601006,56.3837013,0,2.5787101,1416.810059,3.45081,-0.0172543,1,853.522339,,,,,,,NONE
147.06,2.167494562,1,242,1,394,77.812439,19,1997,1293.52002,504.2860107,179.3190002,909.3920288,258.3720093,2.6503401,1428.859985,2.66429,-0.0248929,11,215.896658,,,,,,,NONE
147.19,2.167878305,1,388,1,314,47.5148087,11,2004,3454.790039,4569.229981,134.0429993,673.1160278,0,2.5787101,1434.699951,2.5722401,0.0953921,11,411.3548966,,,,,,,NONE
147.22,2.167966813,1,285,1,1529,90.0727005,24,1995,1151.140015,1544.01001,0,1959.949951,118.939003,2.6861601,1411.329956,2.4356401,0.0341346,11,507.0688779,,,,,,,NONE
148.23,2.170936109,1,171,1,862,48.8162918,23,1996,888.2719727,1042.98999,72.3943024,268.2780151,271.9790039,2.7936001,1423.73999,3.11588,0.0167125,11,230.5185418,Central Air-Conditioning System,2,2,9,9,49,NONE
148.44,2.171550946,1,2306,1,2123,21.5799255,21,1993,0,0,0,191.9080048,0,2.8652301,1447.849976,2.9377799,0.0447449,22,1876.565357,Individual Air-Conditioning System,2,0,8.5,14,84,NONE
148.61,2.172048034,1,244,1,1957,79.9401398,22,1994,2361.090088,2234.149902,0,151.6199951,0,2.4712601,1410.959961,2.9142699,0.0094191,41,269.4550009,Central Air-Conditioning System,2,0,8,11,61,NONE
148.83,2.172690482,1,713,1,1900,107.3491898,29,1994,674.2030029,1015.859985,0,1085.359985,0,2.5070801,1424.839966,3.9825599,0.0159377,11,152.639974,Central Air-Conditioning System,4,1,8.5,10,55,NONE
149.57,2.174844494,1,227,1,1341,83.8034286,24,1992,3436.810059,1127.949951,83.1875,1275.229981,73.8792038,2.7577901,1428.130005,2.90924,0.0551226,11,222.2356985,Central Air-Conditioning System,2,3,8,10,56,NONE
149.65,2.175076721,1,153,1,7081,19.7217731,5,1983,4156.830078,5262.220215,0.0331046,2395.209961,0,2.6861601,1404.02002,3.2042799,0.0230958,11,20.73660172,,,,,,,NONE
150.35,2.177103432,1,330,1,5392,61.079071,18,1983,3206.090088,1422.459961,21.7474003,1152.329956,659.7479858,2.7577901,1421.189941,2.9570301,0.015748,11,241.1068662,Central Air-Conditioning System,2,1,8,10,56,NONE
150.68,2.178055612,0,0,1,9283,10.5977697,16,1987,713.0349731,162.5090027,57.6874008,63.5411987,0,2.5787101,1416.810059,3.4474499,0.1936397,1,669.079144,,,,,,,retro_after
150.99,2.178948185,1,293,1,559,44.1277046,12,1983,996.5050049,1263.939941,63.2751007,243.7960052,0,2.6861601,1450.040039,2.8494,0.13446,11,593.5159204,,,,,,,NONE
151.2,2.179551791,1,353,1,1124,25.4454002,22,1986,1819.439941,1992.729981,0,462.7149963,0,2.4712601,1409.5,2.9142699,0.0278852,11,181.8740209,Central Air-Conditioning System,,,8,11,61,NONE
151.23,2.179637952,1,204,1,1124,78.4384689,24,1984,397.473999,860.9790039,0,1685.969971,38.9869003,2.7219701,1428.859985,2.90924,-0.0054318,11,322.3156836,Central Air-Conditioning System,,,8,12,72,NONE
151.74,2.18110008,1,832,1,7657,66.345871,28,2007,430.7019958,236.6790009,342.7170105,475.2600098,0,2.7936001,1432.880005,1.81496,0.0698735,11,202.7982442,Central Air-Conditioning System,6,1,8.5,10,56,NONE
151.98,2.18178644,1,139,1,1832,19.5261726,16,1985,734.4899902,610.2150269,50.4090996,425.9679871,0,2.6861601,1411.329956,2.6143,0.0283283,41,411.1047526,Individual Air-Conditioning System,,,,,,NONE
152.07,2.182043546,1,1584,1,27507,84.8042984,24,1997,1308.560059,1828.810059,51.2112999,1021.450012,0,2.4354501,1463.560059,2.14382,0.0298835,11,668.9218778,,,,,,,NONE
152.39,2.182956469,0,0,1,2819,24.1650391,4,1996,2837.929932,4528.419922,87.5623016,1360.449951,44.4760017,2.6145301,1402.930054,2.5875001,0.0896057,1,766.4831164,,,,,,,NONE
152.64,2.183668357,1,668,1,947,78.5580063,26,1982,448.0289917,1687.319946,2.9009299,1296.420044,0,2.6145301,1400.369995,3.6013601,-0.036188,41,137.3549488,Central Air-Conditioning System,4,1,8,12,65,NONE
152.87,2.184322266,1,192,1,2459,92.4656219,20,1999,1373.569946,300.6520081,0,93.8078003,0,2.7577901,1419.729981,2.6154799,0.0398514,11,218.2473609,Central Air-Conditioning System,2,0,8,12,65,NONE
